title,year,journal,dominant_topic,dominant_topic_prob,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,abstract
Trends Following Implementation of an Otolaryngology Hospitalist Model in a Tertiary Care Setting,2023,Otolaryngology - Head and Neck Surgery (United States),1,0.8873,0.8872586890432419,0.028132025586946052,0.028145815401362524,0.028140422058035713,0.02832304791041372,"Objectives: The otolaryngology hospitalist (OH) model is an emerging paradigm for inpatient and acute patient care. This study presents encounter volume before and after the implementation of an OH service. Postimplementation trends are evaluated. Study Design: Retrospective administrative and clinical database review. Setting: Tertiary care university hospital. Methods: This review includes 2 distinct time frames (2008-2012, 2014-2018), representing periods before and after OH implementation. The number of billed patient encounters is compared between these 2 periods using the hospital data warehouse. Additional data is evaluated for the postimplementation period, using a clinical database. Encounter type, the reason for consultation, procedures, and requesting service/location are described. Results: After the OH implementation, there was a 451% increase in evaluation and management encounters submitted for billing. Since the OH model inception, there was an overall increase in encounters (849-910), procedures performed (319-345), and operative cases (46-54) per year. Each inpatient consultation request generates one or more procedures on average. Common reasons for consultation include sinonasal pathology (20.3%), dysphonia/dysphagia (17.5%), and airway evaluation (15%). Critical Care (24%), Emergency Medicine (21%), and Hospital Medicine (21%) requested most of the Otolaryngology consults. Most consults were seen on the inpatient medical/surgical floor (46%), with the ICU (27%) and the Emergency Department (22%) being the next most common locations. Conclusions: The OH model is an evolving paradigm that is viable and offers timely, specialized care for patients in a hospital or acute care setting. © 2023 American Academy of Otolaryngology–Head and Neck Surgery Foundation."
Incidental diagnosis of lung cancer on chest CT scan performed for suspected or documented COVID-19 infection,2024,Respiratory Medicine and Research,1,0.8736,0.8736251581869815,0.03172269958729301,0.03144914600580497,0.03144899791380019,0.031753998306120426,"Context: Recent studies have shown a benefit of chest computed tomography (CT scan) in lung cancer screening. The COVID-19 pandemic has led to many chest CT scan performed on a large population. The objective of this study was to describe the incidence and characteristics of lung cancer detected on chest CT scan, outside the framework of a clinical trial, for a suspected or documented COVID-19 infection. Methods: We conducted a multicenter study, carried out from the analysis of data from the prospective COVID-19 database of the Clinical Data Warehouse of the Greater Paris University Hospitals (AP-HP). We identified the patients who had been diagnosed with a lung cancer, due to a chest CT scan done for a suspected or confirmed COVID-19 infection. The study period was limited to the first two epidemic lockdowns: (03/01/20 - 05/31/20) and (10/10/20 - 11/30/20). Results: Over the study period, 24 390 patients had at least one chest CT scan. Among them, 72 lung cancer diagnoses were made (incidence 0.30 %; median age 67.4 years old, 50.0 % current smokers, 55.6 % adenocarcinoma). Half of the lung cancer patients (n = 36) did not meet the National Lung Screening Trial inclusion criteria. Twenty-six patients (36.1 %) were diagnosed at an early stage, 25 (34.7 %) of whom received radical curative treatment. Twenty-six patients died during the follow-up (36.1 %) but none in early stages. The median overall survival in lung cancer patients was 693 days [532 – NA]. Conclusions: A large-scale chest CT scan strategy for suspected or documented COVID-19 infection has allowed a significant proportion of early-stage lung cancer diagnosis, all of which have benefited from curative treatment. © 2024 The Author(s)"
Discrepancies in Aggregate Patient Data between Two Sources with Data Originating from the Same Electronic Health Record: A Case Study,2025,Applied Clinical Informatics,1,0.9118,0.9118267804840573,0.02201670585429597,0.021878586885856532,0.021877383715450966,0.02240054306033909,"Background Data exploration in modern electronic health records (EHRs) is often aided by user-friendly graphical interfaces providing self-service tools for end users to extract data for quality improvement, patient safety, and research without prerequisite training in database querying. Other resources within the same institution, such as Honest Brokers, may extract data sourced from the same EHR but obtain different results leading to questions of data completeness and correctness. Objectives Our objectives were to (1) examine the differences in aggregate output generated by a self-service graphical interface data extraction tool and our institution's clinical data warehouse (CDW), sourced from the same database, and (2) examine the causative factors that may have contributed to these differences. Methods Aggregate demographic data of patients who received influenza vaccines at three static clinics and three drive-Through clinics in similar locations between August 2020 and December 2020 was extracted separately from our institution's EHR data exploration tool and our CDW by our organization's Honest Brokers System. We reviewed the aggregate outputs, sliced by demographics and vaccination sites, to determine potential differences between the two outputs. We examined the underlying data model, identifying the source of each database. Results We observed discrepancies in patient volumes between the two sources, with variations in demographic information, such as age, race, ethnicity, and primary language. These variations could potentially influence research outcomes and interpretations. Conclusion This case study underscores the need for a thorough examination of data quality and the implementation of comprehensive user education to ensure accurate data extraction and interpretation. Enhancing data standardization and validation processes is crucial for supporting reliable research and informed decision-making, particularly if demographic data may be used to support targeted efforts for a specific population in research or quality improvement initiatives.  © 2025. The Author(s)."
How to Optimize Connection Between PACS and Clinical Data Warehouse: A Web Service Approach Based on Full Metadata Integration,2022,Studies in Health Technology and Informatics,1,0.691,0.6909559470019218,0.23155120678079272,0.025696812783944947,0.02569532144485962,0.026100711988480952,"Clinical image data analysis is an active area of research. Integrating such data in a Clinical Data Warehouse (CDW) implies to unlock the PACS and RIS and to address interoperability and semantics issues. Based on specific functional and technical requirements, our goal was to propose a web service (I4DW) that allows users to query and access pixel data from a CDW by fully integrating and indexing imaging metadata. Here, we present the technical implementation of this workflow as well as the evaluation we carried out using a prostate cancer cohort use case. The query mechanism relies on a Dicom metadata hierarchy dynamically generated during the ETL Process. We evaluated the Dicom data transfer performance of I4DW, and found mean retrieval times of 5.94 seconds and 0.9 seconds to retrieve a complete DICOM series from the PACS and all metadata of a series. We could retrieve all patients and imaging tests of the prostate cancer cohort with a precision of 0.95 and a recall of 1. By leveraging the CMOVE method, our approach based on the Dicom protocol is scalable and domain-neutral. Future improvement will focus on performance optimization and de identification. © 2022 International Medical Informatics Association (IMIA) and IOS Press."
Comparison of Clinical Outcomes Trigeminal Nerve Block With and Without Radiofrequency Thermocoagulation for Trigeminal Neuralgia,2025,Pain Physician,1,0.8525,0.8524938261634181,0.0368010879381024,0.03682358786812221,0.03682167741451149,0.03705982061584578,"Background: Trigeminal neuralgia (TN) is known to be an excruciating disease. It leads to a reduced quality of life and psychological distress, often even to suicide. Patients who are intractable to pharmacotherapy should receive a percutaneous treatment, such as a trigeminal nerve block (TB) or radiofrequency thermocoagulation (RFT) of the trigeminal ganglion. Objectives: The primary endpoint of this study was to compare the clinical outcome of TB alone with TB and RFT of the trigeminal ganglion. Study Design: Retrospective study. Setting: The pain clinic of a tertiary university hospital. Methods: Patients with TN received an ultrasound-guided supraorbital, infraorbital, or mental nerve block twice depending on the affected division. They were divided into TB only group (n = 42) and TBRF group (n = 60) depending on the result of the nerve block. The TBRF group, which had an unresponsive result to the initial nerve block, then received radiofrequency thermocoagulation (RFT) at the trigeminal ganglion. Results: The Numeric Rating Scale (NRS-11), measured at 2 and 4 weeks post the initial nerve block, was significantly lower in the TB group than the TBRF group (P < 0.001). However, when RFT was performed in the TBRF group, the NRS-11 score became similar between the 2 groups (2.4 vs 2.05). Patients with a Barrow Neurological Institute (BNI) Pain Intensity Scale score of I or II, had a successful outcome: 45 patients in the TBRF group (45/60, 75%). Whereas, patients with a BNI score of IV or V, had an unsuccessful outcome: 6 patients (6/60, 10%) in the TBRF group. The time to recurrence in the TB and TBRF groups was 11.2 ± 1.6 and 19.4 ± 2.8 months, respectively (P = 0.01). The total recurrence rate at the 3-year follow-up in the TB and TBRF groups was 57% (24/42) and 23% (14/60), respectively (P = 0.001). Limitation: Facial hypoesthesia is an important sign of successful destruction of the trigeminal ganglion. However, we did not analyze the BNI score according to the degree of facial hypoesthesia. Conclusion: When patients with TN were unsuccessful with trigeminal nerve block alone, combining RFT at the trigeminal ganglion demonstrated a successful NRS-11 score reduction with a lower recurrence rate and a longer time to recurrence than trigeminal nerve block alone. © 2025, American Society of Interventional Pain Physicians. All rights reserved."
"Patient outcomes following buprenorphine treatment for opioid use disorder: A retrospective analysis of the influence of patient- and prescriber-level characteristics in Massachusetts, USA",2025,Addiction,1,0.8898,0.8898101271124075,0.027391757719576953,0.02739545423738469,0.027399676338585456,0.028002984592045446,"Background and Aims: Opioid use disorder (OUD) is treatable with buprenorphine/naloxone (buprenorphine), but many patients discontinue treatment prematurely. The aim of this study was to assess the influence of patient- and prescriber-level characteristics relative to several patient outcomes following the initiation of buprenorphine treatment for OUD. Design: This was a retrospective observational investigation. We used the Public Health Data Warehouse from the Massachusetts Department of Public Health to construct a sample of patients who initiated buprenorphine treatment between 2015 and 2019. We attributed each patient to a prescriber based on information from prescription claims. We used multilevel models to assess the influence of patient- and prescriber-level characteristics on each outcome. Setting: Massachusetts, USA. Participants: The study cohort comprised 37 955 unique patients and 2146 prescribers. Among patients, 64.6% were male, 52.6% were under the age of 35 and 82.2% were White, non-Hispanic. For insurance coverage, 72.1% had Medicaid. Measurements: The outcome measures were poor medication continuity, treatment discontinuation and opioid overdose, all assessed within a 12-month follow-up period that began with a focal prescription for buprenorphine. Each patient had a single follow-up period. Poor medication continuity was defined as medication gaps totaling more than 7 days during the initial 180 days of buprenorphine treatment and treatment discontinuation was defined as having a medication gap for 2 consecutive months within the 12-month follow-up period. Findings: The patient-level rates for poor medication continuity, treatment discontinuation and opioid overdose were 59.7% [95% confidence interval (CI) = 59.2–60.2], 57.4% (95% CI = 56.9–57.9) and 10.3% (95% CI = 10.0–10.6), respectively, with 1.1% (95% CI = 1.0–1.2) experiencing a fatal opioid overdose. At the patient level, after adjustment for covariates, adverse outcomes were associated with race/ethnicity as both Black, non-Hispanic and Hispanic patients had worse outcomes than did White, non-Hispanic patients (Black, non-Hispanic -- poor continuity: 1.50, 95% CI = 1.34–1.68; discontinuation: 1.44, 95% CI = 1.30–1.60; Hispanic -- poor continuity: 1.21, 95% CI = 1.12–1.31; discontinuation: 1.38, 95% CI = 1.28–1.48). Patients with insurance coverage through Medicaid also had worse outcomes than those with commercial insurance (poor continuity: 1.18, 95% CI = 1.11–1.26; discontinuation: 1.09, 95% CI = 1.03–1.16; overdose: 1.98, 95% CI = 1.75–2.23). Pre-treatment mental health conditions and other types of chronic illness were also associated with worse outcomes (History of mental health conditions -- poor continuity: 1.11, 95% CI = 1.06–1.17; discontinuation: 1.05, CI = 1.01–1.10; overdose: 1.47, 95% CI = 1.36–1.60; Chronic health conditions -- poor continuity: 1.15, 95% CI = 1.05–1.27; discontinuation: 1.15, 95% CI = 1.05–1.26; overdose: 1.83, 95% CI = 1.60–2.10; History of substance use disorder other than for opioids -- poor continuity: 1.54, 95% CI = 1.46–1.62; discontinuation: 1.54, 95% CI = 1.47–1.62; overdose: 1.93, 95% CI = 1.80–2.07). At the prescriber level, after adjustments for covariates, adverse outcomes were associated with clinical training, as primary care physicians had higher rates of adverse outcomes than psychiatrists (poor continuity: 1.12, 95% CI = 1.02–1.23; discontinuation: 1.04, 95% CI = 1.01–1.09). A larger prescriber panel size, based on number of patients being prescribed buprenorphine, was also associated with higher rates of adverse outcomes (poor continuity: 1.36, 95% CI = 1.27–1.46; discontinuation: 1.21, 95% CI = 1.14–1.28; overdose: 1.10, 95% CI = 1.01–1.19). Between 9% and 15% of the variation among patients for the outcomes was accounted for at the prescriber level. Conclusions: Patient- and prescriber-level characteristics appear to be associated with patient outcomes following buprenorphine treatment for opioid use disorder. In particular, patients' race/ethnicity and insurance coverage appear to be associated with substantial disparities in outcomes, and prescriber characteristics appear to be most closely associated with medication continuity during early treatment. © 2024 The Author(s). Addiction published by John Wiley & Sons Ltd on behalf of Society for the Study of Addiction."
Ontology-driven identification of inconsistencies in clinical data: A case study in lung cancer phenotyping,2025,Journal of Biomedical Informatics,1,0.898,0.8979540188919686,0.025468228782246784,0.025473404412085038,0.025466972570001616,0.025637375343698,"Objective: To illustrate the use of an ontology in evaluating data quality in the medical field, focusing on phenotyping lung cancers. Materials and Methods: We crafted an ontology to encapsulate crucial domain knowledge, leveraging it to query the Clinical Data Warehouse (CDW) of Bordeaux University Hospital. Our work aimed at accurately representing domain knowledge and identifying inconsistencies through ontological axioms. Specifically, our aim was to pinpoint lung cancer patients with EGFR or ALK mutations treated with tyrosine kinase inhibitors (TKIs). We evaluated the ability of this ontology to retrieve and characterize patients in comparison with a traditional SQL queries executed on the CDW. Results: The ontology's results closely aligned with those of the SQL queries. A sub-cohort of 60 lung cancer patients with conflicting information was identified, highlighting inconsistencies in the data. Moreover, the ontology complemented the existing data, uncovering additional information and enriching the dataset. Discussion: This work has highlighted challenges in managing temporal data and handling imperfect data. Addressing these challenges is essential for the effective use of CDW in phenotyping. Conclusion: Ontologies improve data quality by identifying inconsistencies, enhancing data completeness, facilitating complex SQL queries, and standardize processes. Developing a framework to manage inconsistent healthcare data, considering its temporal nature, is essential. © 2025 Elsevier Inc."
When Context Matters for Credible Measurement of Drug-Drug Interactions Based on Real-World Data,2022,Studies in Health Technology and Informatics,1,0.8744,0.8744329564893589,0.03137796001039171,0.031381670779069615,0.03138052177605873,0.031426890945120974,"The frequency of potential drug-drug interactions (DDI) in published studies on real world data considerably varies due to the methodological framework. Contextualization of DDI has a proven effect in limiting false positives. In this paper, we experimented with the application of various DDIs contexts elements to see their impact on the frequency of potential DDIs measured on the same set of prescription data collected in EDSaN, the clinical data warehouse of Rouen University Hospital. Depending on the context applied, the frequency of daily prescriptions with potential DDI ranged from 0.89% to 3.90%. Substance-level analysis accounted for 48% of false positives because it did not account for some drug-related attributes. Consideration of the patient's context could eliminate up to an additional 29% of false positives.  © 2022 European Federation for Medical Informatics (EFMI) and IOS Press."
Investigating CAR-T Treatment Access for Multiple Myeloma Patients Using Real-World Evidence,2026,Cancers,1,0.9041,0.9041197598028541,0.024016080485459224,0.023757900048593787,0.02375858299412669,0.024347676668966093,"Importance: Multiple myeloma (MM) is the second most common hematologic malignancy in the U.S., with a higher incidence among Black patients than White patients. Chimeric antigen receptor T-cell (CAR-T) therapies show clinical promise, but their limited availability raises concerns about access. Objective: To examine associations between disease characteristics, treatment location, and patient demographics with receipt of CAR-T therapy among patients with MM. Design: Retrospective cohort study using electronic health record data from the University of California Health Data Warehouse (UCHDW) between January 2021 and January 2025. Setting: Six academic health centers and twelve affiliated hospitals within the UCHDW. Participants: A population-based cohort of 12,360 adult patients diagnosed with MM and treated at a University of California facility offering CAR-T administration. Analyses were conducted from February 2025 to March 2025. Exposures: Receipt of multiple cancer therapies following MM diagnosis. Main Outcomes and Measures: Logistic regression was used to estimate odds ratios (ORs) and 95% confidence intervals (CIs) for associations between disease characteristics, treatment locations, and patient demographics with receipt of CAR-T therapy. A zero-shot GPT-4 inference model was applied to UCSF clinical notes to assess whether CAR-T therapy was discussed, determine documented eligibility, and classify rationale for eligibility determinations. Results: Among 12,360 patients with MM (mean age, 68.5 years; 51.6% male), 320 (2.6%) received CAR-T therapy. Disease characteristics at diagnosis, measured by the International Staging System (ISS), was distributed as follows: Stage I (65.3%), Stage II (24.4%), Stage III (2.8%), and Unknown (7.5%). Patients treated at UC-1 (49.3%), and UC-2 (50.0%) were more frequently diagnosed with ISS Stage II, whereas patients treated at UC-3 (55.5%) were more frequently diagnosed with ISS Stage I. Our model showed that patients identifying as Black or African American had lower odds of receiving CAR-T therapy compared with White patients (OR, 0.33; [95% CI, 0.17–0.62]). Patients treated at UC-3 also had lower odds of receiving CAR-T therapy compared with UC-1 (OR, 0.42; [95% CI, 0.30–0.59]). Among 270 UCSF patients assessed for CAR-T eligibility using clinical notes, the proportion of patients deemed eligible without documented CAR-T discussions was highest among those identifying as Other Pacific Islander (50%), followed by Black or African American (4.2%), Asian (3.2%), and White patients (0.6%). Conclusions and Relevance: Within a large academic health system, receipt of CAR-T therapy varied by treatment location and patient-reported race. A subset of patients with documented eligibility lacked recorded discussions of CAR-T therapy, suggesting potential differences in referral, documentation, or care pathways influencing observed treatment patterns. © 2026 by the authors."
Comparative analysis of alectinib and brigatinib in real-world treatment of advanced NSCLC with ALK rearrangements,2025,Therapeutic Advances in Medical Oncology,1,0.4689,0.4689012295819394,0.03180644623335894,0.03132006578329289,0.03132435701125234,0.4366479013901563,"Background and objectives: This study aimed to compare the efficacy of the second-generation anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitors (TKIs) alectinib and brigatinib in the treatment of advanced non-small-cell lung cancer (NSCLC) with ALK rearrangements based on real-world data. Design and methods: We conducted a multicenter retrospective study using the Clinical Data Warehouse from seven university hospitals affiliated with the Catholic Medical Center. Patients diagnosed with ALK-positive advanced NSCLC and treated with alectinib or brigatinib were included. Key outcomes such as time to discontinuation (TTD), duration of response (DOR), overall survival (OS), and objective response rate (ORR) were analyzed. Results: A total of 143 patients were included (107 treated with alectinib, 36 with brigatinib). Alectinib was more frequently used as a first-line treatment (71% vs 44.4% for brigatinib, p = 0.008). Prior crizotinib treatment was more frequent in the brigatinib group (52.8% vs 22.4% for alectinib, p < 0.001). The best ORR was similar between the groups (84.1% for alectinib vs 83.3% for brigatinib, p = 0.518). The median TTD was 57.8 months (95% confidence interval (CI): 29.0–86.7) for alectinib and 39.6 months (95% CI: 21.7–57.4) for brigatinib (p = 0.462). No significant differences were observed in intracranial TTD, intracranial DOR, or OS between the groups. Prior crizotinib treatment significantly shortened TTD for second-generation TKIs (p = 0.025), but the overall TKI treatment duration did not show a significant difference between patients who received frontline second-generation ALK TKIs and those who received second-generation ALK TKIs sequentially after crizotinib. Conclusion: Alectinib and brigatinib demonstrated comparable efficacy in ALK-positive advanced NSCLC. Undergoing crizotinib followed by a second-generation TKI was not significantly different from initiating a second-generation TKI without prior crizotinib in terms of outcomes. © The Author(s), 2025."
Study of Infraorbital Foramen Using 3-Dimensional Facial Bone Computed Tomography Scans,2022,Pain Physician,1,0.8841,0.8840919262428872,0.02908293272423499,0.02886382563571711,0.02886028841185466,0.029101026985305995,"Background: Previous studies of variations of the infraorbital foramen (IOF) demonstrated conflicting results regarding to the side and gender in which specific variations occur. Significant differences in some measurement points between genders have been found, whereas, other studies did not report such differences. The presence of an accessory IOF (AIOF) can result in incomplete anesthesia or treatment failure. Previous studies have demonstrated variable results regarding the prevalence of an AIOF ranging from 16.9% to 47.6%. Objectives: The purpose of this study was to perform a morphological and morphometric study of the IOF and AIOF based on images of 3-dimensional (3D) facial bone computed tomography (CT) scans. Study Design: Retrospective study. Methods: Identification and analysis of patients who have undergone facial bone 3D CT were performed using Clinical Data Warehouse v 2.5 (CDW, Planit Healthcare, Seoul, Korea). The search term that we used with the CDW for analysis was “facial bone 3D CT.” First, the region below the infraorbital rim was examined to determine the presence of the IOF and AIOF. Second, the shape of the IOF was determined and categorized as circular or oval. Third, the vertical (VD) and horizontal (HD) diameters of the IOF were determined. Lastly, the distances between important anatomic landmarks and the IOF were measured. Results: A single IOF with a circular shape was most common. The HD and VD of the IOF were significantly larger in men than in women. The distance between the IOF and the infraorbital margin was similar between men and women. The distances measured from the lateral nasal aperture (LNA) to the IOF and the anterior nasal spine (ANS) to the IOF, at both sides, were significantly shorter in women than in men. The prevalence of the AIOF on the right and left side was 7.3% and 8.9%, respectively. The most commonly observed position of the AIOF was on the inferior medial side of the IOF. Limitations: This study had an imbalance in the number of male and female patients. Conclusions: The size of the IOF was larger in men than in women. The distance of the IOF from the infraorbital margin was similar for men and women, whereas, the distances between the IOF and the ANS and the IOF and LNA were shorter in women than in men. © 2022, American Society of Interventional Pain Physicians. All rights reserved."
Implementation of addiction consult services and bridge clinics in the HEALing communities study in Massachusetts,2026,Drug and Alcohol Dependence,1,0.871,0.8709854162360902,0.03220084806869875,0.03222720982472891,0.032228038824808035,0.032358487045674074,"Introduction: Addiction Consult Services (ACS) and bridge clinics are hospital-based intervention strategies to expand access to medication for opioid use disorder (MOUD) which many Massachusetts communities adopted during the HEALing Communities Study (HCS). This study describes the implementation of HCS hospital-based MOUD intervention strategies using the RE-AIM framework. Methods: Post-hoc analysis of community ACS and bridge clinic implementation as part of a waitlist cluster randomized controlled trial of sixteen Massachusetts HCS communities across Wave 1 (randomized to receive intervention first) and Wave 2 (wait-list controls received the intervention second). The intervention was ACS and/or bridge clinics. Main measures include Adoption (planned to implement); Implementation (served at least one patient); Reach (median number of patients served per month); Effectiveness (receipt of MOUD within 14 days of opioid-related emergency or hospital encounter using Massachusetts Public Health Data Warehouse) and Maintenance (serving patients in the year post-study intervention). Results: Eleven communities adopted 17 ACS and bridge clinics. Among the 17 adopted, 14 (7 ACS and 7 bridge clinics) were implemented. ACS reached a median of 16 patients/month and bridge clinics a median of 51 patients/month. Hospitals that implemented ACS and bridge clinics first did not have significantly higher 14-day post hospital MOUD rates compared to waitlisted hospitals. All 14 implemented ACS and bridge clinics were maintained post-intervention. Conclusions: ACS and bridge clinics were widely adopted intervention strategies, and the majority of programs were implemented and sustained, demonstrating the perceived value of these services to their communities. © 2026 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies."
Incidence and Characteristics of Infants with Congenital Syphilis in U.S. NICUs from 2011 to 2020,2026,American Journal of Perinatology,1,0.8622,0.8621552196384129,0.03377651829983231,0.03371255359548409,0.03371658762385212,0.03663912084241839,"Objective Congenital syphilis presents a significant public health problem. Since 2012, there has been a dramatic increase in reported cases of congenital syphilis. However, characteristics of these cases have not been well detailed. This study sought to describe recent trends in the incidence of congenital syphilis, demographic characteristics, hospital treatment, and outcomes of these infants. Study Design A retrospective cohort study of all infants in the Pediatrix Clinical Data Warehouse (CDW; a large multicenter de-identified dataset) from 2011 to 2020 was performed. We identified infants with a diagnosis of congenital syphilis and evaluated trends in overall prevalence, as well as changes in maternal and infant characteristics over time. Results Of 842,928 infants discharged over the study period, we identified 1,625 infants with congenital syphilis. Between 2011 and 2020, the prevalence of congenital syphilis increased from 0.8 to 4.6 per 1,000 neonatal intensive care unit (NICU) admissions (p < 0.05). Most infants were treated with penicillin for 10 days, and the median length of stay was 10 days. Mortality was 0.9% in this cohort. Maternal coinfection with Hepatitis C was unchanged but remained significantly above national rates of Hepatitis C infection in pregnant women. Maternal drug use in infants born with congenital syphilis increased from 6.1 to 24.6% over the decade of the study. The distribution of maternal race changed over the decade, with significantly more mothers identified as White or Other in 2019 to 2020 as compared to the earlier cohorts. There was a concurrent decrease in mothers who identified as Hispanic or African American. Conclusion From 2011 to 2020, the prevalence of congenital syphilis in the Pediatrix CDW increased by 475%. Although infant characteristics remained similar over time, there was a notable increase in maternal drug use and a persistently elevated risk of other sexually transmitted diseases. Further research examining the association between maternal comorbidities and congenital syphilis is necessary. Key Points Between 2011 and 2020, the prevalence of congenital syphilis increased by 475%. Mortality of congenital syphilis in live-borns stayed steady at 0.9%. Maternal coinfection with other sexually transmitted diseases remained high over the decade. Maternal drug use in infants with congenital syphilis increased significantly over the decade. © 2026 Thieme Medical Publishers, Inc.. All rights reserved."
Probiotic-Associated Central Venous Catheter Bloodstream Infections Lead to Increased Mortality in the ICU∗,2023,Critical Care Medicine,1,0.846,0.8460486376354543,0.038184559947404675,0.038218142456105025,0.03821939767924172,0.03932926228179436,"OBJECTIVES: To determine the occurrence rate and impact on patient outcomes of probiotic-associated central venous catheter bloodstream infections in the ICU. DESIGN: Retrospective observational cohort study. SETTING: The cohort was gathered using HCA Healthcare's data warehouse. PATIENTS: Adult patients with central venous catheters in the ICU. INTERVENTIONS: None. MEASUREMENTS AND MAIN RESULTS: Blood culture data were used to determine whether an infection had occurred with an organism contained in an administered probiotic. Eighty-six probiotic-associated central venous catheter bloodstream infections were identified among the 23,015 patient cohort who received probiotics (0.37%). The number needed to harm was 270. Zero infections were found in the cohort that did not receive probiotics. Patients who contracted a probiotic infection had increased mortality (odds ratio, 2.23; 1.30-3.71; p < 0.01). Powder formulations had an increased rate of infection compared with nonpowder formulations (0.76% vs 0.33%; odds ratio, 2.03; 1.05-3.95; p = 0.04). CONCLUSIONS: Probiotic administration is associated with a substantial rate of probiotic-associated bloodstream infection in ICU patients with central venous catheters in place. Probiotic-associated bloodstream infections result in significantly increased mortality. Powder formulations cause bloodstream infections more frequently than nonpowder formulations. In ICU patients with central venous catheters, the risks of probiotic-associated central venous catheter bloodstream infection and death outweigh any potential benefits of probiotic administration. © 2023 Lippincott Williams and Wilkins. All rights reserved."
Defining Body Mass Index Using Weight and Length for Gestational Age in the Growth Assessment of Preterm Infants at Birth,2024,American Journal of Perinatology,5,0.8517,0.039562332458242644,0.036214245543405056,0.03624373653988332,0.03623838469907537,0.8517413007593937,"Objective: The objectives of this study were to describe (1) body mass indexes (BMIs) using weight and length for gestational age (GA) classifications, and (2) the additional information BMI, as a measure of body proportionality, provides for preterm infant growth assessment and care plans at birth. Study Design: Birth weight, length, and BMI of 188,646 preterm infants (24-36 weeks gestation) admitted to U.S. neonatal intensive care units (Pediatrix Clinical Data Warehouse, 2013-2018) were classified (Olsen curves) as small, appropriate, or large for GA (SGA < 10th, AGA 10-90th, LGA > 90th percentile for GA, respectively). The distribution for the 27 weight-length-BMI combinations was described. Results: At birth, most infants were appropriate for weight (80.0%), length (82.2%), head circumference (82.9%), and BMI (79.9%) for GA. Birth weight for GA identified approximately 20% of infants as SGA or LGA. Infants born SGA (or LGA) for both weight and length (proportionate in size) were usually appropriate for BMI (59.0% and 75.6%). BMI distinguished disproportionate weight for length in infants with SGA or LGA weight at birth (58.3%, 49.9%). BMI also identified 11.4% of AGA weight infants as small or large for BMI (disproportionate in size) at birth; only using weight for GA missed these underweight/overweight for length infants. Conclusion: The unique, additional information provided by birth BMI further informs individualized preterm infant growth assessment by providing an assessment of an infant's body proportionality (weight relative to its length) in addition to the routine assessment of weight, length, and head circumference for GA and may better inform care plans and impact outcomes.  © 2023. Thieme. All rights reserved."
Exogenous Testosterone Use Increases the Risk of Central Serous Chorioretinopathy,2026,American Journal of Ophthalmology,1,0.8983,0.8983136979515385,0.02524116017700019,0.02524610212659515,0.02524804384678104,0.025950995898085073,"Objective: To evaluate the association between exogenous testosterone (ExoT) use and central serous chorioretinopathy (CSCR). Design: Retrospective observational cohort study using large-scale electronic health record data. Subjects/Participants: Patients receiving ExoT therapy, identified from the MarketScan and STARR databases. Methods: Data were accessed from two sources: Merative MarketScan Commercial Database and Stanford's Clinical Data Warehouse (STARR), which aggregates deidentified patient records from Stanford Health Care. Patients on testosterone therapy were included and categorized by CSCR status. Demographic factors such as sex (administrative field), race, and ethnicity were assessed. Laboratory values (testosterone, hematocrit, red blood cell counts count, cortisol) were compared in STARR, with limited availability in MarketScan. Logistic regression analyses were performed in MarketScan, adjusting for age and sex. A sensitivity analysis restricted to patients exposed to ExoT prior to CSCR diagnosis was also performed. Main Outcome Measures: The primary outcomes were CSCR prevalence and adjusted odds ratios for CSCR risk in patients on ExoT. Secondary outcomes included differences in laboratory values and treatment requirements (photodynamic therapy and intravitreal injections). Results: In STARR, individuals with CSCR on ExoT had significantly higher mean testosterone levels (P = .001), hematocrit (P = .022), and red blood cell counts (P = .005) compared to those without CSCR. In MarketScan, laboratory values trended in the same direction but were not statistically significant, likely reflecting limited sample sizes. Logistic regression in MarketScan showed that ExoT was significantly associated with increased CSCR risk (adjusted odds ratios: 8.05; 99% CI: 6.04-10.73). In both datasets, there were no significant differences in treatment rates (photodynamic therapy or intravitreal injections) between ExoT and non-ExoT users. In a sensitivity analysis restricted to patients who received ExoT prior to CSCR diagnosis, no significant laboratory differences were observed. Conclusions: This study demonstrates a significant association between ExoT use and increased CSCR risk, highlighting the importance of monitoring patients on testosterone therapy for potential ocular symptoms, especially among high-risk demographic groups. © 2025 Elsevier Inc."
